Season_Number,Startup_Name,Episode_Number,Pitch_Number,Season_Start,Season_End,Anchor,Industry,Business_Description,Started_in,Number_of_Presenters,Male_Presenters,Female_Presenters,Transgender_Presenters,Couple_Presenters,Pitchers_Average_Age,Pitchers_City,Pitchers_State,Yearly_Revenue(in_lakhs),Monthly_Sales(in_lakhs),Original_Ask_Amount,Original_Offered_Equity(in_%),Valuation_Requested(in_lakhs),Received_Offer,Accepted_Offer,Total_Deal_Amount(in_lakhs),Total_Deal_Equity(%),Number_of_Sharks_in_Deal,Namita_Investment_Amount(in lakhs),Vineeta_Investment_Amount(in_lakhs),Anupam_Investment_Amount(in_lakhs),Aman_Investment_Amount(in_lakhs),Peyush_Investment_Amount((in_lakhs),Amit_Investment_Amount(in_lakhs),Ashneer_Investment_Amount,Namita_Present,Vineeta_Present,Anupam_Present,Aman_Present,Peyush_Present,Amit_Present,Ashneer_Present
1,ThekaCoffee,27,86,2021-12-20,2022-02-04,Rannvijay Singh,Food,Coffee Products,2018,1,1,0,0,0,Young,Gandhinagar,Gujarat,180,4,50,10,500,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,No,Yes,No,No
1,WattTechnovations,27,87,2021-12-20,2022-02-04,Rannvijay Singh,Medical/Health,Ventilated PPE Kits,2020,1,1,0,0,0,Young,Pune,Maharashtra,Not Mentioned,Not Mentioned,0.00101,2,0,Yes,Yes,0.00101,4,4,0.0002525,0,0.0002525,0,0.0002525,0,0,Yes,Yes,Yes,No,Yes,No,No
1,AlisteTechnologies,27,88,2021-12-20,2022-02-04,Rannvijay Singh,Technology/Software,Automation Solutions,2020,6,6,0,0,0,Young,Noida,Uttar0Pradesh,63,7.5,60,5,1200,Yes,No,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,No,Yes,No,No
1,InsuranceSamadhan,27,89,2021-12-20,2022-02-04,Rannvijay Singh,Services,Insurance Solutions,2016,3,2,1,0,0,Middle,Noida,Uttar0Pradesh,104,22,100,1,10000,Yes,Yes,100,4,1,0,0,0,0,100,0,0,Yes,Yes,Yes,No,Yes,No,No
1,HumpyA2,28,90,2021-12-20,2022-02-04,Rannvijay Singh,Food,Organic Milk A2 Products,2017,3,2,1,0,0,Middle,Pune,Maharashtra,208,Not Mentioned,75,4,1875,Yes,Yes,100,15,3,0,33.33,0,0,33.33,0,0,Yes,Yes,Yes,No,Yes,No,No
1,KunafaWorld,28,91,2021-12-20,2022-02-04,Rannvijay Singh,Food,Kunafa food products,2018,2,1,1,0,1,Young,Mangalore,Karnataka,200,30,90,5,1800,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,No,Yes,No,No
1,GoldSafeSolutions,28,92,2021-12-20,2022-02-04,Rannvijay Singh,Manufacturing,Anti-Suicidal Fan Rod,2017,2,2,0,0,0,Middle,Mumbai,Maharashtra,60,Not Mentioned,50,5,1000,Yes,Yes,50,30,3,0,16.66,0,0,16.66,0,0,Yes,Yes,Yes,No,Yes,No,No
1,WakaoFoods,29,93,2021-12-20,2022-02-04,Rannvijay Singh,Food,Jackfruit Products,2021,1,1,0,0,0,Middle,Goa,Goa,72,6,75,5,1500,Yes,Yes,75,21,3,25,25,0,0,0,0,0,Yes,Yes,Yes,No,Yes,No,No
1,PDDFalcon,29,94,2021-12-20,2022-02-04,Rannvijay Singh,Manufacturing,Stainless Steel Items,2018,2,1,1,0,1,Young,Gandhinagar,Gujarat,242,Not Mentioned,75,3,2500,Yes,No,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,No,Yes,No,No
1,PlayBoxTV,29,95,2021-12-20,2022-02-04,Rannvijay Singh,Services,Streaming Platform,2017,2,2,0,0,0,Young,Mumbai,Maharashtra,1020,87,100,3.5,2857,Yes,No,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,No,Yes,No,No
1,Sippline,30,96,2021-12-20,2022-02-04,Rannvijay Singh,Manufacturing,Portable Glass Attachment Drinking Shields,2019,1,1,0,0,0,Middle,Pune,Maharashtra,Not Mentioned,Not Mentioned,75,15,500,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,No,Yes
1,KabaddiAdda,30,97,2021-12-20,2022-02-04,Rannvijay Singh,Sports,All-Kabaddi App,2019,2,2,0,0,0,Middle,Bangalore,Karnataka,250,Not Mentioned,80,1,8000,Yes,Yes,80,6,2,40,40,0,0,0,0,0,Yes,Yes,Yes,Yes,No,No,Yes
1,ShadesofSpring,30,98,2021-12-20,2022-02-04,Rannvijay Singh,Services,Flowers,2019,2,1,1,0,1,Young,Bangalore,Karnataka,900,Not Mentioned,300,1,30000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,No,Yes
1,Scholify,30,99,2021-12-20,2022-02-04,Rannvijay Singh,Education,Scholarship Platform,2018,1,1,0,0,0,Middle,Bangalore,Karnataka,0,Not Mentioned,50,7.5,667,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,No,Yes
1,Scrapshala,31,100,2021-12-20,2022-02-04,Rannvijay Singh,Manufacturing,Handmade Reusable Scrap Materials,2016,2,0,2,0,0,Middle,Varanasi,Uttar0Pradesh,27,2,50,10,500,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,No,Yes
1,Sabjikothi,31,101,2021-12-20,2022-02-04,Rannvijay Singh,Manufacturing,Vegetables Storage SaptKrishi,2019,2,1,1,0,0,Young,Bhagalpur,Bihar,0,Not Mentioned,60,2.5,2400,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,No,Yes
1,AyuRythm,31,102,2021-12-20,2022-02-04,Rannvijay Singh,Medical/Health,Ayurvedic Wellness App,2016,3,3,0,0,0,Middle,Bangalore,Karnataka,Not Mentioned,Not Mentioned,75,2,3750,Yes,Yes,75,2.68,1,0,0,0,75,0,0,0,Yes,Yes,Yes,Yes,No,No,Yes
1,Astrix,31,103,2021-12-20,2022-02-04,Rannvijay Singh,Manufacturing,Smart Locks Qtouch,2021,2,1,1,0,1,Middle,Coimbatore,Tamil0Nadu,75,18,75,3,2500,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,No,Yes
1,TheaAndSid,32,104,2021-12-20,2022-02-04,Rannvijay Singh,Services,Proposal Solutions,2021,2,0,2,0,0,Middle,Mumbai,Maharashtra,16,10,80,7,1143,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,Yes,Yes,No,Yes
1,ExperentialEtc,32,105,2021-12-20,2022-02-04,Rannvijay Singh,Technology/Software,Technology layered advertisement services,2017,2,2,0,0,0,Middle,Mumbai,Maharashtra,100,Not Mentioned,200,4,5000,Yes,No,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,Yes,Yes,No,Yes
1,GrowFitter,32,106,2021-12-20,2022-02-04,Rannvijay Singh,Technology/Software,Rewards App,2021,2,2,0,0,0,Middle,Mumbai,Maharashtra,170,Not Mentioned,50,1,5000,Yes,Yes,50,2,1,0,0,0,50,0,0,0,Yes,No,Yes,Yes,Yes,No,Yes
1,C3Med-Tech,32,107,2021-12-20,2022-02-04,Rannvijay Singh,Medical/Health,Portable ophthalmic vision devices,2019,2,1,1,0,1,Middle,Ahmedabad,Gujarat,Not Mentioned,Not Mentioned,35,6,583,Yes,No,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,Yes,Yes,No,Yes
1,ColourMeMad-CMM,33,108,2021-12-20,2022-02-04,Rannvijay Singh,Beauty/Fashion,Insoles,2017,2,1,1,0,1,Middle,Mumbai,Maharashtra,Not Mentioned,0.66,40,10,400,Yes,Yes,40,25,1,40,0,0,0,0,0,0,Yes,No,Yes,Yes,Yes,No,Yes
1,Mavi's,33,109,2021-12-20,2022-02-04,Rannvijay Singh,Food,Vegan Fermented Food,2018,2,1,1,0,1,Middle,Thane,Maharashtra,Not Mentioned,2,40,5,800,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,Yes,Yes,No,Yes
1,TweekLabs,33,110,2021-12-20,2022-02-04,Rannvijay Singh,Sports,Sportswear,2019,4,4,0,0,0,Middle,Delhi,Delhi,Not Mentioned,Not Mentioned,40,2,2000,Yes,Yes,60,10,3,0,0,20,0,20,0,20,Yes,No,Yes,Yes,Yes,No,Yes
1,Proxgy,33,111,2021-12-20,2022-02-04,Rannvijay Singh,Technology/Software,Virtual Reality,2020,2,2,0,0,0,Middle,Delhi,Delhi,Not Mentioned,Not Mentioned,35,1,3500,Yes,Yes,100,10,2,0,0,0,0,50,0,50,Yes,No,Yes,Yes,Yes,No,Yes
1,NomadFoodProject,34,112,2021-12-20,2022-02-04,Rannvijay Singh,Food,Bacon Jams Relishes,2019,2,2,0,0,0,Young,"Delhi,Pune","Delhi,Maharashtra",Not Mentioned,3,40,10,400,Yes,Yes,40,20,4,10,10,0,0,0,0,10,Yes,Yes,Yes,Yes,Yes,No,Yes
1,TweeInOne,34,113,2021-12-20,2022-02-04,Rannvijay Singh,Beauty/Fashion,Reversible and convertible clothing,2017,1,0,1,0,0,Young,Mumbai,Maharashtra,Not Mentioned,Not Mentioned,30,7.5,400,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes
1,GreenProtein,34,114,2021-12-20,2022-02-04,Rannvijay Singh,Food,Plant-Based Protein,2019,2,1,1,0,1,Middle,Mumbai,Maharashtra,Not Mentioned,12,60,2,3000,Yes,No,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes
1,On2Cook,34,115,2021-12-20,2022-02-04,Rannvijay Singh,Food,Fastest Cooking Device,2022,1,1,0,0,0,Middle,Ahmedabad,Gujarat,0,Not Mentioned,100,1,10000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes
1,JainShikanji,35,116,2021-12-20,2022-02-04,Rannvijay Singh,Food,Lemonade,2017,1,1,0,0,0,Middle,Modinagar,Uttar0Pradesh,Not Mentioned,2,40,8,500,Yes,Yes,40,30,4,0,10,10,10,0,0,10,Yes,Yes,Yes,Yes,Yes,No,Yes
1,Woloo,35,117,2021-12-20,2022-02-04,Rannvijay Singh,Technology/Software,Washroom Finder,2020,3,1,2,0,0,Middle,Mumbai,Maharashtra,108,Not Mentioned,50,4,1250,Yes,No,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes
1,ElcareIndia,35,118,2021-12-20,2022-02-04,Rannvijay Singh,Medical/Health,Carenting for Elders,2021,3,2,1,0,0,Middle,Mumbai,Maharashtra,60,Not Mentioned,100,2.5,4000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes
1,SneaKare,36,119,2021-12-20,2022-02-04,Rannvijay Singh,Beauty/Fashion,Shoe Sneaker kits storage crates,2020,1,1,0,0,0,Young,Delhi,Delhi,Not Mentioned,7,20,5,400,Yes,Yes,21,12,3,7,7,0,7,0,0,0,Yes,Yes,No,Yes,Yes,No,No
1,FrenchCrown,36,120,2021-12-20,2022-02-04,Rannvijay Singh,Beauty/Fashion,Clothes,2017,2,2,0,0,0,Middle,Surat,Gujarat,7200,Not Mentioned,150,0.33,45455,Yes,No,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,Yes,Yes,No,No
1,StoreMyGoods,36,121,2021-12-20,2022-02-04,Rannvijay Singh,Services,Storage solutions,2020,3,2,1,0,1,Middle,Noida,Uttar0Pradesh,100,Not Mentioned,100,1.75,5714,Yes,Yes,50,4,2,25,0,0,0,25,0,0,Yes,Yes,No,Yes,Yes,No,No
1,Devnagri,36,122,2021-12-20,2022-02-04,Rannvijay Singh,Technology/Software,Translation of language content,2020,2,2,0,0,0,Middle,Delhi,Delhi,500,Not Mentioned,100,1,10000,Yes,No,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,Yes,Yes,No,No
1,WitBlox,0,123,2021-12-20,2022-02-04,Rannvijay Singh,Manufacturing,Kids playing equipment,2020,2,1,1,0,0,Middle,Mumbai,Maharashtra,Not Mentioned,Not Mentioned,60,3,2000,Yes,Yes,60,10,2,0,0,0,0,30,0,0,No,No,No,No,Yes,No,No
1,Kineer,0,124,2021-12-20,2022-02-04,Rannvijay Singh,Food,Packaged drinking water,2018,2,1,0,1,0,Middle,Pune,Maharashtra,Not Mentioned,2,100,10,1000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,PiChem,0,125,2021-12-20,2022-02-04,Rannvijay Singh,Manufacturing,Chemical products,2021,1,1,0,0,0,Young,Lucknow,Uttar0Pradesh,Not Mentioned,1.77,40,5,800,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,Clensta,0,126,2021-12-20,2022-02-04,Rannvijay Singh,Beauty/Fashion,Waterless bathing technology products,2017,1,1,0,0,0,Middle,Delhi,Delhi,Not Mentioned,150,100,1,10000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,InfinitiInsects,0,127,2021-12-20,2022-02-04,Rannvijay Singh,Animal/Pets,Live insect feed for pets,2016,2,1,1,0,0,Middle,Bangalore,Karnataka,Not Mentioned,0.5,25,10,250,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,AshwaPro,0,128,2021-12-20,2022-02-04,Rannvijay Singh,Services,Outdoor cycling gym,2020,1,1,0,0,0,Middle,Jaipur,Rajasthan,Not Mentioned,Not Mentioned,50,10,500,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,Mine4Nine,0,129,2021-12-20,2022-02-04,Rannvijay Singh,Beauty/Fashion,Trendy maternity dresses,2019,2,1,1,0,1,Middle,Gurgaon,Haryana,260,Not Mentioned,75,4,1875,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,StudioBeej,0,130,2021-12-20,2022-02-04,Rannvijay Singh,Beauty/Fashion,Sustainable leather accessories,2020,1,0,1,0,0,Middle,Mumbai,Maharashtra,112,Not Mentioned,75,7.5,1000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,Sattuz,0,131,2021-12-20,2022-02-04,Rannvijay Singh,Liquor/Beverages,Foods Beverages super food,2018,2,1,1,0,1,Middle,Madhubani,Bihar,25,Not Mentioned,25,5,500,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,Scintiglo,0,132,2021-12-20,2022-02-04,Rannvijay Singh,Medical/Health,Diagnostic device for microalbuminuria estimation,2021,1,1,0,0,0,Middle,Indore,Madhya0Pradesh,0,Not Mentioned,75,1,7500,Yes,No,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,Glii,0,133,2021-12-20,2022-02-04,Rannvijay Singh,Services,Dating app for LGBTQ,2021,4,3,0,1,0,Middle,Noida,Uttar0Pradesh,Not Mentioned,Not Mentioned,40,4,1000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,StanleeIndia,0,134,2021-12-20,2022-02-04,Rannvijay Singh,Electronics,Televisions,2019,3,3,0,0,0,Middle,Delhi,Delhi,Not Mentioned,Not Mentioned,60,3,2000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,SpaceKidzIndia,0,135,2021-12-20,2022-02-04,Rannvijay Singh,Manufacturing,Small Satellites by kids,2016,2,1,1,0,0,Middle,Chennai,Tamil0Nadu,Not Mentioned,Not Mentioned,100,2,5000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,UrbanNaps,0,136,2021-12-20,2022-02-04,Rannvijay Singh,Services,Smart Napping Pod,2018,2,2,0,0,0,Young,Ahmedabad,Gujarat,Not Mentioned,Not Mentioned,50,4,1250,Yes,No,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,Gizmoswala,0,137,2021-12-20,2022-02-04,Rannvijay Singh,Entertainment,Sex toys and games,2020,3,2,1,0,0,Middle,Mumbai,Maharashtra,Not Mentioned,7,75,5,1500,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,ZyppElectric,0,138,2021-12-20,2022-02-04,Rannvijay Singh,Vehicles/Electrical Vehicles,Electrical Vehicles,2017,2,1,1,0,1,Young,Gurgaon,Haryana,Not Mentioned,Not Mentioned,220,1,22000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,Picsniff,0,139,2021-12-20,2022-02-04,Rannvijay Singh,Technology/Software,Face recognition based image sharing,2021,1,1,0,0,0,Young,Mumbai,Maharashtra,Not Mentioned,Not Mentioned,55,1,5500,Yes,No,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,Deciwood,0,140,2021-12-20,2022-02-04,Rannvijay Singh,Electronics,Portable wooden Bluetooth speakers,2019,2,2,0,0,0,Young,Delhi,Delhi,Not Mentioned,Not Mentioned,50,3.5,1429,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,HappyBar,0,141,2021-12-20,2022-02-04,Rannvijay Singh,Food,FitSport delicious snacks,2019,3,2,1,0,0,Middle,Hyderabad,Telangana,Not Mentioned,29,60,2,3000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,Tathastulive,0,142,2021-12-20,2022-02-04,Rannvijay Singh,Services,"Offer Daan, Puja and Yajna",2020,3,2,1,0,1,Middle,Ahmedabad,Gujarat,Not Mentioned,Not Mentioned,50,10,500,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,BandsandCups,0,143,2021-12-20,2022-02-04,Rannvijay Singh,Beauty/Fashion,Bra fitting service,2021,1,0,1,0,0,Middle,Chennai,Tamil0Nadu,Not Mentioned,1,40,10,400,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,MyWealthProtector,0,144,2021-12-20,2022-02-04,Rannvijay Singh,Services,Beyond Life Service,2019,2,2,0,0,0,Middle,Mumbai,Maharashtra,Not Mentioned,2,50,2.5,2000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,TheIris,0,145,2021-12-20,2022-02-04,Rannvijay Singh,Manufacturing,Pocket Microscopes,2019,2,1,1,0,0,Young,Bangalore,Karnataka,Not Mentioned,Not Mentioned,10,15,67,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,Canebot,0,146,2021-12-20,2022-02-04,Rannvijay Singh,Food,Juice making machine,2012,2,1,1,0,1,Middle,Pune,Maharashtra,200,Not Mentioned,100,2.5,4000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,OyeDelhiOye,0,147,2021-12-20,2022-02-04,Rannvijay Singh,Food,Delhi Ke Chole Kulche,2021,2,2,0,0,0,Middle,Delhi,Delhi,Not Mentioned,Not Mentioned,35,10,350,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,InaliAssistiveTech,0,148,2021-12-20,2022-02-04,Rannvijay Singh,Medical/Health,Prosthetics,2020,2,2,0,0,0,Young,Pune,Maharashtra,Not Mentioned,Not Mentioned,50,5,1000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,Meera'sCelebrations,0,149,2021-12-20,2022-02-04,Rannvijay Singh,Services,Wedding ceremonial items,2010,2,1,1,0,1,Middle,Ludhiana,Punjab,Not Mentioned,Not Mentioned,50,25,200,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,Artment,0,150,2021-12-20,2022-02-04,Rannvijay Singh,Furnishing/Household,Exquisite pieces of home decor,2019,2,1,1,0,0,Young,Gurgaon,Haryana,Not Mentioned,100,170,2.5,6800,Yes,No,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,Powertree,0,151,2021-12-20,2022-02-04,Rannvijay Singh,Manufacturing,Beautiful efficient solar panels,2018,2,2,0,0,0,Middle,Gandhinagar,Gujarat,Not Mentioned,Not Mentioned,150,2.5,6000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
1,Eume,0,152,2021-12-20,2022-02-04,Rannvijay Singh,Beauty/Fashion,Massager Backpack,2018,3,2,1,0,1,Middle,Mumbai,Maharashtra,1200,Not Mentioned,150,2,7500,Yes,No,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No
2,Hoovu,1,153,2023-01-02,2023-03-10,Rahul Dua,Services,Fresh Pooja flowers,Not Mentioned,2,0,2,0,0,Young,Bangalore,Karnataka,Not Mentioned,65,80,1,8000,Yes,Yes,100,2,2,0,0,0,50,50,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Dorji,1,154,2023-01-02,2023-03-10,Rahul Dua,Food,Flavors of Tea,Not Mentioned,2,2,0,0,0,Young,Darjeeling,West0Bengal,Not Mentioned,11,30,5,600,Yes,Yes,30,15,3,0,10,10,0,10,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Recode,1,155,2023-01-02,2023-03-10,Rahul Dua,Beauty/Fashion,Beauty & cosmetics,Not Mentioned,2,2,0,0,0,Middle,Ludhiana,Punjab,Not Mentioned,Not Mentioned,100,1,10000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,VeryMuchIndian,2,156,2023-01-02,2023-03-10,Rahul Dua,Beauty/Fashion,Paithani Handloom Sarees,2018,2,1,1,0,1,Middle,Pune,Maharashtra,150,Not Mentioned,50,3,1667,Yes,Yes,50,10,2,25,0,0,25,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,WatchoutWearables,2,157,2023-01-02,2023-03-10,Rahul Dua,Electronics,Smart watches,2021,2,2,0,0,0,Young,Thane,Maharashtra,Not Mentioned,25,200,5,4000,Yes,Yes,100,10,2,0,50,50,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,SoupX,2,158,2023-01-02,2023-03-10,Rahul Dua,Food,Soup based meals,Not Mentioned,2,2,0,0,0,Young,Delhi,Delhi,Not Mentioned,Not Mentioned,75,6,1250,Yes,Yes,50,18,1,0,50,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,ATMOSPHERE,3,159,2023-01-02,2023-03-10,Rahul Dua,Food,Varieties of kombucha,Not Mentioned,2,0,2,0,0,Young,Delhi,Delhi,Not Mentioned,Not Mentioned,75,3,2500,Yes,No,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Stage,3,160,2023-01-02,2023-03-10,Rahul Dua,Entertainment,Web series and movies in Indian languages,Not Mentioned,3,3,0,0,0,Young,"Bhiwani,Barnagar","Haryana,Madhya0Pradesh",Not Mentioned,Not Mentioned,300,1,30000,Yes,Yes,150,0.6,3,50,0,0,50,50,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Girgit,3,161,2023-01-02,2023-03-10,Rahul Dua,Beauty/Fashion,color-changing clothing products,Not Mentioned,2,1,1,0,1,Young,Mumbai,Maharashtra,Not Mentioned,Not Mentioned,20,10,200,Yes,Yes,20,20,1,20,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,GearHeadMotors,4,162,2023-01-02,2023-03-10,Rahul Dua,Vehicles/Electrical Vehicles,Electric vehicles bikes,Not Mentioned,2,2,0,0,0,Young,Hyderabad,Telangana,Not Mentioned,Not Mentioned,75,2,3750,Yes,Yes,100,6.67,2,0,0,0,50,50,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,PatilKaki,4,163,2023-01-02,2023-03-10,Rahul Dua,Food,Homemade snacks,2020,3,2,1,0,0,Young,Mumbai,Maharashtra,Not Mentioned,Not Mentioned,40,2.5,1600,Yes,Yes,40,4,2,0,0,20,0,20,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Brandsdaddy,4,164,2023-01-02,2023-03-10,Rahul Dua,Manufacturing,Auto Fire Extinguisher,Not Mentioned,2,1,1,0,1,Middle,Mumbai,Maharashtra,Not Mentioned,12,70,5,1400,Yes,Yes,35,5,1,35,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Winston,5,165,2023-01-02,2023-03-10,Rahul Dua,Beauty/Fashion,Techno beauty products at home,Not Mentioned,2,1,1,0,1,Middle,Faridabad,Haryana,Not Mentioned,46,100,4,2500,Yes,Yes,100,10,2,0,50,50,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Flatheads,5,166,2023-01-02,2023-03-10,Rahul Dua,Beauty/Fashion,Shoes Sneakers Loafers,2019,1,1,0,0,0,Middle,Bangalore,Karnataka,Not Mentioned,Not Mentioned,75,3,2500,Yes,No,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,OrganicSmokes,5,167,2023-01-02,2023-03-10,Rahul Dua,Beauty/Fashion,Organic Cigarettes Cigarillos Smokes,Not Mentioned,3,3,0,0,0,Middle,Delhi,Delhi,Not Mentioned,40,100,1,10000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,TeaFit,6,168,2023-01-02,2023-03-10,Rahul Dua,Liquor/Beverages,Refreshing beverages,Not Mentioned,3,2,1,0,0,Young,Mumbai,Maharashtra,Not Mentioned,Not Mentioned,50,3,1666.666667,Yes,Yes,50,8,4,0,12.5,12.5,12.5,12.5,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Haqdarshak,6,169,2023-01-02,2023-03-10,Rahul Dua,Services,Platform to know about welfare schemes for MSMEs,Not Mentioned,2,1,1,0,0,Middle,Shimla,Himachal0Pradesh,Not Mentioned,Not Mentioned,100,0.5,20000,Yes,Yes,100,2,3,33.33,0,0,33.33,33.33,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Bhaskar'sPuranpoliGhar,6,170,2023-01-02,2023-03-10,Rahul Dua,Food,Varieties of Puranpoli snacks,Not Mentioned,3,3,0,0,0,Middle,Thane,Maharashtra,Not Mentioned,Not Mentioned,75,1,7500,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,GunjanAppsStudios,7,171,2023-01-02,2023-03-10,Rahul Dua,Technology/Software,CHILDREN'S PLAYFUL LEARNING PARTNER,Not Mentioned,2,1,1,0,1,Middle,Kolkata,West0Bengal,2400,Not Mentioned,250,1,25000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,TheSimplySalad,7,172,2023-01-02,2023-03-10,Rahul Dua,Food,Freshly chopped salads,Not Mentioned,2,1,1,0,0,Young,Ahmedabad,Gujarat,Not Mentioned,Not Mentioned,30,10,300,Yes,Yes,30,10,2,0,15,0,15,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,AyuSynk,7,173,2023-01-02,2023-03-10,Rahul Dua,Medical/Health,Digital Stethoscopes,Not Mentioned,3,3,0,0,0,Middle,Mumbai,Maharashtra,Not Mentioned,Not Mentioned,100,1.5,6666.666667,Yes,Yes,50,3.5,1,50,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
